timestamp,text,source,title,url,company,headline,sentiment,confidence,sentiment_score,time_decay_weight,weighted_sentiment
2025-07-21 03:59:48+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the most profitable consumer stocks to buy now. Apple significantly ramped up iPhone production in the first half of 2025,...",news,,https://finance.yahoo.com/news/apple-aapl-iphone-production-soars-035948543.html,AAPL,Apple (AAPL) iPhone Production Soars as India Gains Prominence Amid Slowing U.S. Demand,neutral,0.9999994039535522,0.0,3.965226649618338e-05,0.0
2025-07-30 18:59:26+00:00,We recently published 10 Stocks On Jim Cramer’s Mind As He Discussed A “Weird Number”. Apple Inc. (NASDAQ:AAPL) is one of the stocks Jim Cramer recently...,news,,https://finance.yahoo.com/news/apple-inc-aapl-investor-ai-185926656.html,AAPL,"Apple Inc. (AAPL): Investor AI Worries Still Haven’t Pushed Stock To $190, Says Jim Cramer",positive,0.999991774559021,0.999991774559021,0.1620934162963945,0.1620920830065657
2025-07-25 11:45:48+00:00,"Investment analyst firm JP Morgan is predicting that Apple shares will improve in the short term, and predicts a target price rise by the end of 2026, through moderate iPhone 17 demand, but greater Services revenues.JP Morgan does not expect an iPhone 17 Pro …",news,,https://appleinsider.com/articles/25/07/25/jp-morgan-will-increase-aapl-share-target-price----eventually,AAPL,JP Morgan will increase AAPL share target price -- eventually,neutral,1.0,0.0,0.0016619519961648239,0.0
2025-07-30 11:30:46+00:00,"The ""Magnificent Seven,"" Nvidia (NVDA), Alphabet (GOOG, GOOGL), Tesla (TSLA), Microsoft (MSFT), Amazon (AMZN), Meta (META), and Apple (AAPL), have dominated ...",news,,https://finance.yahoo.com/video/magnificent-seven-stocks-buy-nvidia-113046015.html,AAPL,"'Magnificent Seven' stocks: Buy Nvidia, skip Apple",positive,0.999982476234436,0.999982476234436,0.12383782080678285,0.12383565070184308
2025-07-30 13:26:48+00:00,"We’re just a day away from the AAPL Q3 2025 earnings report, covering April to June. Apple said it expected single-digit growth, and analysts expect this to be toward the lower end of the scale.



Digging into the detail, the consensus view is that both iPho…",news,,https://9to5mac.com/2025/07/30/aapl-q3-2025-analysts-expect-low-growth-iphone-and-mac-up-ipad-down/,AAPL,"AAPL Q3 2025: Analysts expect low growth, iPhone and Mac up, iPad down",positive,0.991594135761261,0.991594135761261,0.13276661506328027,0.13165059692162143
2025-07-05 10:10:59+00:00,We recently published Jim Cramer Recently Discussed These 11 Stocks & Said The Robots Are Coming. Apple Inc. (NASDAQ:AAPL) is one of the stocks Jim Cramer...,news,,https://finance.yahoo.com/news/apple-inc-aapl-people-tired-101059778.html,AAPL,"Apple Inc. (AAPL): People Are Tired Of The Stock Buybacks, Says Jim Cramer",positive,0.9999988079071045,0.9999988079071045,4.912502847281513e-11,4.912496991121769e-11
2025-07-31 10:30:00+00:00,Image:Appleまぁそうなりますよねぇ…。今年iPhoneを買い替えようと考えている方は、ちょいと覚悟が必要です。2025年9月に発売される見込みのiPhone17のうちいくつかのモデルに去年よりも50ドルほど値上げされる可能性があるようで。コスト上昇や関税をうけて$AAPL-IPHONE18PRICEHIKEEXPECTED:JEFFERIESJefferiesanalystEdisonL,news,,https://www.gizmodo.jp/2025/07/some_iphone_17_series_price_rumor.html,AAPL,プラス50ドルかー…。iPhone 17シリーズ、いくつかのモデルが値上げの可能性,positive,0.9999914169311523,0.9999914169311523,0.28330181482721806,0.2832993832282367
2025-07-09 14:12:05+00:00,"Nvidia, the US company specializing in high-performance GPU cards, has become the first ever company with a market capitalization of four trillion dollars. It is now the most valuable company in the world, ahead of Apple and Microsoft.



It’s a little over a…",news,,https://9to5mac.com/2025/07/09/nvidia-beats-apple-to-a-4t-valuation-as-it-rides-ai-wave/,AAPL,Nvidia beats Apple to a $4T valuation as it rides AI wave,neutral,0.9989979863166809,0.0,1.7990763077109001e-09,0.0
2025-07-10 20:31:03+00:00,Analysts from LightShed Partners have suggested that Apple Inc. (NASDAQ:AAPL) should consider a change in leadership to prioritize product innovation...,news,,https://finance.yahoo.com/news/apple-needs-product-focused-ceo-203103999.html,AAPL,"Apple Needs 'Product-Focused CEO,' Say Analysts As Tim Cook Faces Heat Over AI Failures And Innovation Slump",positive,0.961208164691925,0.961208164691925,5.358335419605301e-09,5.150475754482547e-09
2025-07-24 00:30:26+00:00,"As Wall Street has been rallying behind the iPhone maker, led by Tim Cook, to dive into the artificial intelligence (AI) race, Fundstrat’s Tom Lee says that ...",news,,https://finance.yahoo.com/news/apple-going-surprise-wall-street-003026452.html,AAPL,"Apple Is Going To Surprise Wall Street, Says Tom Lee, As iPhone Maker 'Could Be Quietly Ready To Pounce On AI'",positive,0.996385931968689,0.996385931968689,0.00046709286478260024,0.00046540475939233595
2025-07-03 20:58:24+00:00,"Apple has announced that it will share earnings results for the third quarter of its 2025 fiscal year on Thursday, July 31. Apple's earnings reports are typically released at 1:30 p.m. Eastern Time, shortly after the stock market has closed in New York.





…",news,,https://www.macrumors.com/2025/07/03/apple-q3-fy-2025-earnings-call/,AAPL,Here's How to Listen to Apple's Upcoming Earnings Call With Tim Cook,positive,0.9999986886978149,0.9999986886978149,1.2868965656249806e-11,1.2868948781147021e-11
2025-07-18 13:56:56+00:00,"A deep dive into why the U.S. government is backing rare earth mining; plus, the tiny companies flying under the radar.",news,,https://www.barchart.com/story/news/33494903/could-the-pentagons-550-million-bet-on-rare-earths-signal-the-next-market-boom,AAPL,Could the Pentagon’s $550 Million Bet on Rare Earths Signal the Next Market Boom?,positive,0.9998464584350586,0.9998464584350586,4.247914224759922e-06,4.2472619933621155e-06
2025-07-28 16:25:00+00:00,"ARM's Q1 revenues are likely to rise 11%, but with earnings expected to fall and valuation stretched, timing is key for investors.",news,,https://finance.yahoo.com/news/arm-post-q1-earnings-stock-162500820.html,AAPL,ARM to Post Q1 Earnings: Should the Stock be in Your Portfolio?,negative,0.9999123811721802,-0.9999123811721802,0.026245979432803688,-0.026243679790850804
2025-07-30 13:27:23+00:00,An analyst with almost no Apple rumor track record is probably right when they claim that three out of the four new iPhone 17 models will cost an extra $50 versus corresponding iPhone 16 models.Render of a possible iPhone 17 Pro MaxDespite Trump's constant in…,news,,https://appleinsider.com/articles/25/07/30/only-the-base-iphone-17-may-escape-a-50-price-hike,AAPL,Only the base iPhone 17 may escape a $50 price hike,positive,0.9998127818107605,0.9998127818107605,0.13281309151145643,0.13278822648495636
2025-07-11 01:03:00+00:00,Her latest take on two tech giants might surprise you.,news,,https://www.thestreet.com/technology/cathie-wood-drops-bold-message-on-apple-tesla-stock,AAPL,"Cathie Wood drops bold message on Apple, Tesla stock",positive,0.9998875856399536,0.9998875856399536,6.308029658428762e-09,6.3073205453115554e-09
2025-07-31 20:06:42+00:00,"Live Updates
 
 Live Coverage
 Updates appear automatically as they are published.
 
 
 
 
 
 
Let's Get This Party Started
 
 
 4:01 pm
 
 
 
 
The market has closed and we’re watching for earnings. We’ll update this live blog as soon as we see Apple earning…",news,,https://biztoc.com/x/1bbc3e4f2fd1f53c,AAPL,Live: Will Apple (Nasdaq: AAPL) Jump After Earnings Today?,positive,0.9999918937683105,0.9999918937683105,0.4004275346132925,0.4004242886549221
2025-07-30 10:56:35+00:00,"Apple is expected to implement a $50 price increase across its iPhone 17 lineup when the new models launch in September as a way to offset rising component costs and China tariffs, according to a new investor note by Jefferies analyst Edison Lee.





The pri…",news,,https://www.macrumors.com/2025/07/30/iphone-17-price-increase-expected/,AAPL,"iPhone 17 Models May See $50 Price Hike, Says Jefferies",positive,0.8786337375640869,0.8786337375640869,0.12132377675302439,0.1065991634239007
2025-07-02 13:36:32+00:00,Jefferies raised AAPL stock to 'Hold' on expectations for a Q3 iPhone sales beat.,news,,https://www.barchart.com/story/news/33174549/one-apple-bear-just-threw-in-the-towel-with-this-upgrade-is-it-time-to-buy-aapl-stock,AAPL,One Apple Bear Just Threw in the Towel With This Upgrade. Is It Time to Buy AAPL Stock?,neutral,0.9999998807907104,0.0,4.160763744244191e-12,0.0
2025-07-01 10:32:32+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the 10 AI Stocks Making Waves on Wall Street. On June 30, MoffettNathanson reiterated the stock as “Sell” as the firm...",news,,https://finance.yahoo.com/news/apple-aapl-hit-sell-rating-103232436.html,AAPL,Apple (AAPL) Hit With ‘Sell’ Rating Ahead of Earnings Report,positive,0.9993122816085815,0.9993122816085815,1.5703501968233035e-12,1.5692702381119805e-12
2025-07-30 17:46:00+00:00,Apple Inc. (NASDAQ:AAPL) is included among the 11 Innovative Dividend Stocks to Buy Now. Apple Inc. (NASDAQ:AAPL) has been a major force in reshaping the...,news,,https://finance.yahoo.com/news/buy-apple-aapl-innovation-led-174600980.html,AAPL,Buy Apple (AAPL) for its Innovation-Led Dividend Strength,neutral,0.9988897442817688,0.0,0.15510662952819157,0.0
2025-07-31 13:53:30+00:00,"Apple recently unveiled the new iOS 26, leaving investors wondering whether AAPL stock will finally regain its spark.",news,,https://www.barchart.com/story/news/33780932/as-apple-teases-ios-26-is-aapl-stock-a-buy-sell-or-hold,AAPL,"As Apple Teases iOS 26, Is AAPL Stock a Buy, Sell, or Hold?",negative,0.9969710111618042,-0.9969710111618042,0.32009339508195256,-0.3191238357610691
2025-07-30 15:07:37+00:00,,news,,https://biztoc.com/x/d6f45c2f288a6045,AAPL,AAPL Stock Q3 Forecast: 4 Things to Watch When Apple Reports Earnings on July 31,neutral,0.0,0.0,0.1410455394198747,0.0
2025-07-01 13:04:29+00:00,"AAPL is one of the worst-performing Magnificent 7 stocks of 2025. Is the stock dead money, or consolidating ahead of a breakout?",news,,https://www.barchart.com/story/news/33144305/is-apple-stock-dead-money-in-july-2025-watch-this-aapl-options-indicator-now,AAPL,Is Apple Stock 'Dead Money' in July 2025? Watch This AAPL Options Indicator Now.,negative,0.9999377727508545,-0.9999377727508545,1.72024831533952e-12,-1.720141269019009e-12
2025-07-29 13:54:22+00:00,"While Apple has trailed the broader market over the past year, analysts are fairly upbeat about its future potential.",news,,https://www.barchart.com/story/news/33713312/are-wall-street-analysts-predicting-apple-stock-will-climb-or-sink,AAPL,Are Wall Street Analysts Predicting Apple Stock Will Climb or Sink?,neutral,1.0,0.0,0.056890752891769245,0.0
2025-07-24 15:07:37+00:00,"In the dynamic and cutthroat world of business, conducting thorough company analysis is essential for investors and industry experts. In this article, we will undertake a comprehensive industry comparison, evaluating Apple AAPL and its primary competitors in …",news,,https://biztoc.com/x/30cc7c52cf35792a,AAPL,"Understanding Apple's Position In Technology Hardware, Storage & Peripherals Industry Compared To Competitors",positive,0.9999943971633911,0.9999943971633911,0.0007906363217586335,0.0007906318919525056
2025-07-30 15:08:17+00:00,"In the ever-evolving and intensely competitive business landscape, conducting a thorough company analysis is of utmost importance for investors and industry followers. In this article, we will carry out an in-depth industry comparison, assessing Apple AAPL al…",news,,https://biztoc.com/x/73a88b05751211ad,AAPL,"Inquiry Into Apple's Competitor Dynamics In Technology Hardware, Storage & Peripherals Industry",positive,0.9999926090240479,0.9999926090240479,0.1411019689207904,0.1411009260395313
2025-07-29 02:05:47+00:00,"An error has occurred
Your request was blocked by Link11 Web Application Security.
If you believe this is the result of an error, contact the administrator of
www.tipranks.com.
If you believe this is the result of an error, contact the administrator of
www.ti…",news,,https://biztoc.com/x/b44401cfccf63705,AAPL,"Top Analysts Expect Apple to Report In-Line Q3 Revenue, Say ‘Sentiment Is Negative’ on AAPL Stock",positive,0.9339861869812012,0.9339861869812012,0.037187876694038585,0.03473296315539218
2025-07-25 17:56:49+00:00,"Using options can help manage risk, regardless of market reaction.",news,,https://www.barchart.com/story/news/33651860/minimize-your-apple-stock-risk-before-earnings-on-july-31-with-this-1-options-strategy,AAPL,Minimize Your Apple Stock Risk Before Earnings on July 31 with This 1 Options Strategy,positive,0.9984873533248901,0.9984873533248901,0.002076331870013511,0.0020731911135139108
2025-07-21 10:00:14+00:00,"Apple is expected to announce its third-quarter results by the end of this month, and analysts anticipate a single-digit uptick in earnings.",news,,https://www.barchart.com/story/news/33526051/what-to-expect-from-apple-s-next-quarterly-earnings-report,AAPL,What to Expect From Apple's Next Quarterly Earnings Report,neutral,0.9999996423721313,0.0,4.922531835382689e-05,0.0
2025-07-06 19:12:13+00:00,We recently published 12 Stocks Jim Cramer Recently Talked About In His “Idea-Driven” Market. Apple Inc. (NASDAQ:AAPL) is one of the stocks Jim Cramer...,news,,https://finance.yahoo.com/news/apple-inc-aapl-pay-apple-191213724.html,AAPL,Apple Inc. (AAPL): “What Do We Pay For Apple?” Wonders Jim Cramer,positive,0.9999979734420776,0.9999979734420776,1.6127462380557444e-10,1.612742969732079e-10
2025-07-05 16:11:43+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the 10 Trending AI Stocks on News and Ratings. On July 2, Jefferies upgraded the stock to “Hold” from underperform and...",news,,https://finance.yahoo.com/news/apple-aapl-stock-upgraded-hold-161143005.html,AAPL,Apple (AAPL) Stock Upgraded to ‘Hold’ by Jefferies — But Analysts Still Cautious on AI,neutral,0.9314723610877991,0.0,6.099602205224067e-11,0.0
2025-07-22 14:35:44+00:00,,news,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_5c8cf73f-c685-4505-ad53-29a38f890a18,AAPL,Polen Focus Growth Strategy Exited Apple (AAPL) in Q2. Here’s Why,neutral,0.0,0.0,0.00013778687286642138,0.0
2025-07-29 14:39:07+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the Trending AI Stocks on Wall Street. On July 28, Bank of America maintained a “Buy” rating on the stock with a price...",news,,https://finance.yahoo.com/news/apple-aapl-faces-margin-pressures-143907579.html,AAPL,Apple (AAPL) Faces Margin Pressures Ahead of Earnings — BofA Still Says Buy,neutral,0.9999958276748657,0.0,0.05843896129431227,0.0
2025-07-03 13:19:52+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the 13 best blue-chip stocks to buy according to analysts. On June 30, the company confirmed the opening of a new, state...",news,,https://finance.yahoo.com/news/apple-inc-aapl-opens-state-131952003.html,AAPL,Apple Inc. (AAPL) Opens State-of-the-Art Studio in Los Angeles to Bolster Apple Music,positive,0.5553074479103088,0.5553074479103088,9.773734648695305e-12,5.427427644319549e-12
2025-06-30 21:12:30+00:00,,news,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_58589b07-6d2b-439b-bf97-34a66dd5b346,AAPL,Apple Inc. (AAPL) Adds Tennis To Its List of Supported Sports Ahead of Wimbledon,neutral,0.0,0.0,9.716871871756827e-13,0.0
2025-07-09 21:19:32+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the 10 AI Stocks Investors Are Watching This Week. On July 8, Evercore ISI analyst Amit Daryanani reiterated an...",news,,https://finance.yahoo.com/news/apple-aapl-ai-chief-jumps-211932522.html,AAPL,Apple (AAPL) AI Chief Jumps to Meta—Evercore Still Bullish With $250 Target,positive,0.999988317489624,0.999988317489624,2.325054246991318e-09,2.3250270845209527e-09
2025-07-25 11:44:51+00:00,"Sands Capital, an investment management company, released its “Sands Capital Technology Innovators Fund” Q2 2025 investor letter. A copy of the letter can be...",news,,https://finance.yahoo.com/news/sands-capital-technology-innovators-fund-114451481.html,AAPL,Sands Capital Technology Innovators Fund Decided to Exit Its Stake in Apple (AAPL),positive,0.9999727010726929,0.9999727010726929,0.0016610049534598226,0.0016609596098063413
2025-07-30 18:31:39+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the AI Stocks Everyone Is Watching Closely. On July 28, Analyst Krish Sankar from TD Cowen maintained a “Buy” rating on...",news,,https://finance.yahoo.com/news/wall-street-sticks-apple-aapl-183139046.html,AAPL,Wall Street Sticks With Apple (AAPL) as Earnings and AI Questions Loom,neutral,0.9999614953994751,0.0,0.1594137163999875,0.0
2025-07-31 15:20:17+00:00,,news,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_56e78081-e07d-4c49-8179-1f08d5b86cb9,AAPL,"Apple’s (AAPL) AI Strategy Falls Short, Says Barclays—Is the Stock Still a Must-Watch?",neutral,0.0,0.0,0.33720222104742265,0.0
2025-07-23 22:22:00+00:00,,news,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_ea9ab263-1d77-499b-9612-912dfcba2e01,AAPL,Apple (AAPL) Stock Rated Hold as HSBC Flags AI Letdown and Tariff Risks,neutral,0.0,0.0,0.0004324505963799907,0.0
2025-07-22 16:14:50+00:00,,news,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_88ab5ecf-1f31-4253-bb21-120e3538c311,AAPL,"Apple (AAPL) Analysts Stay Positive Ahead of Earnings, But AI Clarity Still Needed",neutral,0.0,0.0,0.0001462281527173954,0.0
2025-07-03 00:38:44+00:00,We recently published Jim Cramer Reveals His Trading Strategy For H2 2025 & Discusses These 16 Stockse. Apple Inc. (NASDAQ:AAPL) is one of the stocks Jim...,news,,https://finance.yahoo.com/news/apple-inc-aapl-cannot-own-003844583.html,AAPL,"Apple Inc. (AAPL) “Cannot Get Out Of Its Own Way,” Says Jim Cramer",positive,0.9999994039535522,0.9999994039535522,6.1905172771520895e-12,6.1905135873162565e-12
2025-07-30 13:13:11+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the 12 Most Owned Stocks by Hedge Funds So Far in 2025. On July 22, UBS reiterated its “Neutral” rating on Apple Inc...",news,,https://finance.yahoo.com/news/ubs-keeps-neutral-apple-aapl-131311142.html,AAPL,"UBS Keeps Neutral on Apple (AAPL), Sees iPhone Demand Drop in June",positive,0.5529922246932983,0.5529922246932983,0.1316863307884515,0.07282151702440337
2025-07-30 15:01:55+00:00,Apple is heading into its fiscal Q3 earnings as the second-worst performing Magnificent 7 constituent. While the company might post better-than-expected...,news,,https://www.barchart.com/story/news/33748024/aapl-stock-q3-forecast-4-things-to-watch-when-apple-reports-earnings-on-july-31,AAPL,AAPL Stock Q3 Forecast: 4 Things to Watch When Apple Reports Earnings on July 31,negative,0.9474314451217651,-0.9474314451217651,0.1405639875980425,-0.13317474190209128
2025-07-30 23:26:28+00:00,"QUALCOMM Incorporated (NASDAQ:QCOM) is one of the AI Stocks in the Spotlight Today. On July 28, Bernstein SocGen Group analyst Stacy Rasgon reiterated an...",news,,https://finance.yahoo.com/news/bernstein-analyst-sees-upside-beaten-232628119.html,AAPL,Bernstein Analyst Sees Upside in Beaten-Down Qualcomm (QCOM),positive,0.9999573230743408,0.9999573230743408,0.19026023878859338,0.1902521190665267
2025-07-30 23:52:27+00:00,"Apple Inc. (NASDAQ:AAPL) is one of the AI Stocks in the Spotlight Today. On July 28, JPMorgan analyst Samik Chatterjee reiterated an “Overweight” rating on...",news,,https://finance.yahoo.com/news/apple-aapl-faces-google-deal-235227091.html,AAPL,Apple (AAPL) Faces Google Deal Fallout—Should Investors Be Worried?,neutral,0.9998815059661865,0.0,0.19324963772898207,0.0
2025-07-28 21:33:34+00:00,"Second quarter earnings season is in full swing, and the results have been largely positive so far, with more positive surprises than negative ones.",news,,https://finance.yahoo.com/news/live/earnings-live-whirlpool-tilray-stocks-tumble-with-spotify-earnings-on-deck-213334403.html,AAPL,"Earnings live: Whirlpool, Tilray stocks tumble, with Spotify earnings on deck",neutral,1.0,0.0,0.03158406789275718,0.0
2025-07-28 11:43:03+00:00,"This week, 112 S&P 500 companies report Q2 results in a busy week for corporate earnings reports.",news,,https://finance.yahoo.com/news/live/earnings-live-microsoft-apple-amazon-highlight-parade-of-q2-results-this-week-114303064.html,AAPL,"Earnings live: Microsoft, Apple, Amazon highlight parade of Q2 results this week",positive,0.9999866485595703,0.9999866485595703,0.022161195585592475,0.022160899701709764
2025-07-08 22:19:48+00:00,,news,,https://biztoc.com/x/13cd462a6f40403b,AAPL,Apple’s Tim Cook Succession Plan Remains Fuzzy as COO Retires,neutral,0.0,0.0,1.0160305024543865e-09,0.0
2025-07-25 11:57:10+00:00,"This week, 112 S&P 500 companies report Q2 results in a busy week for corporate earnings reports.",news,,https://finance.yahoo.com/news/live/earnings-live-microsoft-apple-amazon-highlight-parade-of-q2-results-next-week-212824185.html,AAPL,"Earnings live: Puma plunges, Deckers beats, Intel sags amid cost cuts",positive,0.9999866485595703,0.9999866485595703,0.001673325247482595,0.0016733029061802337
